id,supermarket,category,name,price,reference_price,reference_unit,insert_date
250550,mercadona-es,cafe_soluble_y_otras_bebidas,Café soluble descafeinado Hacendado,1.55,15.5,kg,2020-07-21 16:06:00
250551,mercadona-es,cafe_soluble_y_otras_bebidas,Café soluble en sobres descafeinado Hacendado,0.84,4.2,100 g,2020-07-21 16:06:00
250552,mercadona-es,cafe_soluble_y_otras_bebidas,Café soluble descafeinado Nescafé classic,5.95,29.75,kg,2020-07-21 16:06:00
250553,mercadona-es,cafe_soluble_y_otras_bebidas,Café soluble descafeinado Nescafé classic,3.87,38.7,kg,2020-07-21 16:06:00
250554,mercadona-es,cafe_soluble_y_otras_bebidas,Café soluble espresso crema Hacendado,1.5,18.75,kg,2020-07-21 16:06:00
250555,mercadona-es,cafe_soluble_y_otras_bebidas,Café soluble cappuccino Hacendado,1.99,7.96,kg,2020-07-21 16:06:00
250556,mercadona-es,cafe_soluble_y_otras_bebidas,Café soluble cappuccino Nescafé,3.53,14.12,kg,2020-07-21 16:06:00
250557,mercadona-es,cafe_soluble_y_otras_bebidas,Café soluble cappuccino caramelo Hacendado,2.38,9.52,kg,2020-07-21 16:06:00
250558,mercadona-es,cafe_soluble_y_otras_bebidas,Café soluble cappuccino vienés Hacendado,2.37,7.9,kg,2020-07-21 16:06:00
250559,mercadona-es,cafe_soluble_y_otras_bebidas,Café soluble selección Hacendado,2.99,29.9,kg,2020-07-21 16:06:00
250560,mercadona-es,cafe_soluble_y_otras_bebidas,Café soluble cappuccino descafeinado Hacendado,2.37,9.48,kg,2020-07-21 16:06:00
250561,mercadona-es,cafe_soluble_y_otras_bebidas,Café soluble mocha Nescafé,3.53,11.54,kg,2020-07-21 16:06:00
250562,mercadona-es,cafe_soluble_y_otras_bebidas,Café con leche cappuccino Hacendado,0.75,3,L,2020-07-21 16:06:00
250563,mercadona-es,cafe_soluble_y_otras_bebidas,Café con leche light sin lactosa Hacendado,0.85,3.4,L,2020-07-21 16:06:00
250564,mercadona-es,cafe_soluble_y_otras_bebidas,Café con leche espresso Hacendado,0.75,3,L,2020-07-21 16:06:00
250565,mercadona-es,cafe_soluble_y_otras_bebidas,Café con leche descafeinado Hacendado,0.75,3,L,2020-07-21 16:06:00
250566,mercadona-es,cafe_soluble_y_otras_bebidas,Horchata fresca Hacendado,0.85,3.4,L,2020-07-21 16:06:00
250567,mercadona-es,cafe_soluble_y_otras_bebidas,Crema de leche para café Campina,0.75,3.75,L,2020-07-21 16:06:00
250568,mercadona-es,cafe_soluble_y_otras_bebidas,Cereales solubles con achicoria Hacendado,1.59,10.6,kg,2020-07-21 16:06:00
250569,mercadona-es,cafe_soluble_y_otras_bebidas,Malta molida El Miguelete,1.43,2.86,kg,2020-07-21 16:06:00
250570,mercadona-es,cafe_soluble_y_otras_bebidas,Filtros de café para cafeteras tamaño 2 y 4 Bosque Verde,0.79,0.01,ud,2020-07-21 16:06:00
250571,mercadona-es,cafe_soluble_y_otras_bebidas,Cereales ecológicos solubles Eko natural,2.4,16,kg,2020-07-21 16:06:00
250572,mercadona-es,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble instantáneo Nesquik,12.6,4.2,kg,2020-07-21 16:06:00
250573,mercadona-es,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble instantáneo Nesquik,4.59,4.59,kg,2020-07-21 16:06:00
250574,mercadona-es,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble instantáneo Nesquik,2.38,5.95,kg,2020-07-21 16:06:00
250575,mercadona-es,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble CaoBon,2.49,2.49,kg,2020-07-21 16:06:00
250576,mercadona-es,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble CaoBon,1.9,3.8,kg,2020-07-21 16:06:00
250577,mercadona-es,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble en sobres CaoBon,1,9.26,kg,2020-07-21 16:06:00
250578,mercadona-es,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble instantáneo Hacendado,2.98,2.98,kg,2020-07-21 16:06:00
250579,mercadona-es,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble instantáneo Hacendado,1.99,3.98,kg,2020-07-21 16:06:00
250580,mercadona-es,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble Cola cao original,13.95,4.89,kg,2020-07-21 16:06:00
250581,mercadona-es,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble Cola Cao original,2.99,7.81,kg,2020-07-21 16:06:00
250582,mercadona-es,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble Cola Cao original,4.99,6.57,kg,2020-07-21 16:06:00
250583,mercadona-es,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble 0% azúcares añadidos Cola Cao,3.49,10.74,kg,2020-07-21 16:06:00
250584,mercadona-es,cacao_soluble_y_chocolate_a_la_taza,Cacao soluble 0% azúcares añadidos CaoBon,2.9,6.44,kg,2020-07-21 16:06:00
250585,mercadona-es,cacao_soluble_y_chocolate_a_la_taza,Cacao puro en polvo La Chocolatera,2.7,10.8,kg,2020-07-21 16:06:00
250586,mercadona-es,cacao_soluble_y_chocolate_a_la_taza,Cacao en polvo a la taza Valor,2.49,4.98,kg,2020-07-21 16:06:00
250587,mercadona-es,cacao_soluble_y_chocolate_a_la_taza,Chocolate líquido a la taza Hacendado,1.45,1.45,L,2020-07-21 16:06:00
250588,mercadona-es,cacao_soluble_y_chocolate_a_la_taza,Chocolate para hacer a la taza Valor,2.15,7.17,kg,2020-07-21 16:06:00
250589,mercadona-es,cacao_soluble_y_chocolate_a_la_taza,Cacao en polvo instantáneo a la taza Hacendado,1.79,3.58,kg,2020-07-21 16:06:00
250590,mercadona-es,cacao_soluble_y_chocolate_a_la_taza,Cacao en polvo a la taza Hacendado,1.25,3.13,kg,2020-07-21 16:06:00
250591,mercadona-es,te_e_infusiones,Té verde Hacendado,0.65,2.17,100 g,2020-07-21 16:06:00
250592,mercadona-es,te_e_infusiones,Té rojo Hacendado,1,2.5,100 g,2020-07-21 16:06:00
250593,mercadona-es,te_e_infusiones,Té Chai Hacendado,1.3,3.25,100 g,2020-07-21 16:06:00
250594,mercadona-es,te_e_infusiones,Té verde con menta Hacendado,1.1,3.06,100 g,2020-07-21 16:06:00
250595,mercadona-es,te_e_infusiones,Té verde con limón Hacendado,1.2,3,100 g,2020-07-21 16:06:00
250596,mercadona-es,te_e_infusiones,Té negro PG tips,1.77,15.26,kg,2020-07-21 16:06:00
250597,mercadona-es,te_e_infusiones,Té negro con canela Hacendado,1,3.13,100 g,2020-07-21 16:06:00
250598,mercadona-es,te_e_infusiones,Infusión fría té verde Hacendado con cola de caballo sabor piña colada,1.3,3.25,100 g,2020-07-21 16:06:00
250599,mercadona-es,te_e_infusiones,Té Earl Grey Hacendado,0.95,2.71,100 g,2020-07-21 16:06:00
250600,mercadona-es,te_e_infusiones,Té matcha en polvo Hacendado,2.75,18.33,100 g,2020-07-21 16:06:00
250601,mercadona-es,te_e_infusiones,Té negro Tetley,1.65,13.2,kg,2020-07-21 16:06:00
250602,mercadona-es,te_e_infusiones,Té vainilla caramelo Hacendado,1.3,3.82,100 g,2020-07-21 16:06:00
250603,mercadona-es,te_e_infusiones,Té negro Hacendado,0.6,1.71,100 g,2020-07-21 16:06:00
250604,mercadona-es,te_e_infusiones,Té verde con soja sabor mango Hacendado,1.2,3,100 g,2020-07-21 16:06:00
250605,mercadona-es,te_e_infusiones,Mezcla de 3 tés Hacendado,1.15,3.29,100 g,2020-07-21 16:06:00
250606,mercadona-es,te_e_infusiones,Té verde con hierbabuena Hacendado,1.7,4.25,100 g,2020-07-21 16:06:00
250607,mercadona-es,te_e_infusiones,Té descafeinado desteinado Hacendado,1.2,2.74,100 g,2020-07-21 16:06:00
250608,mercadona-es,te_e_infusiones,Infusión manzanilla Hacendado,0.4,1.48,100 g,2020-07-21 16:06:00
250609,mercadona-es,te_e_infusiones,Infusión Menta Poleo Hacendado,0.45,1.5,100 g,2020-07-21 16:06:00
250610,mercadona-es,te_e_infusiones,Infusión Tila Hacendado,0.5,2.08,100 g,2020-07-21 16:06:00
250611,mercadona-es,te_e_infusiones,Infusión Cola de caballo Hacendado,1.2,4,100 g,2020-07-21 16:06:00
250612,mercadona-es,te_e_infusiones,Infusión Manzanilla con anís Hacendado,0.6,2.31,100 g,2020-07-21 16:06:00
250613,mercadona-es,te_e_infusiones,Infusión Relax Hacendado,0.85,2.83,100 g,2020-07-21 16:06:00
250614,mercadona-es,te_e_infusiones,Infusión sen sabor menta Hacendado,1.3,5,100 g,2020-07-21 16:06:00
250615,mercadona-es,te_e_infusiones,Infusión Tomillo Hacendado,0.95,3.96,100 g,2020-07-21 16:06:00
250616,mercadona-es,te_e_infusiones,Infusión Dormir Hacendado,1,3.33,100 g,2020-07-21 16:06:00
250617,mercadona-es,te_e_infusiones,Infusión Rooibos cítrico Hacendado,1,3.33,100 g,2020-07-21 16:06:00
250618,mercadona-es,te_e_infusiones,Multinfusión quema-grasa Pompadour,2.25,40.91,kg,2020-07-21 16:06:00
250619,mercadona-es,te_e_infusiones,Multinfusión digestive Pompadour,1.9,4.32,100 g,2020-07-21 16:06:00
250620,mercadona-es,te_e_infusiones,Infusión figura Hacendado,1,3.33,100 g,2020-07-21 16:06:00
250621,mercadona-es,te_e_infusiones,Infusión Digest Hacendado,1,3.33,100 g,2020-07-21 16:06:00
250622,mercadona-es,te_e_infusiones,Multinfusión delgaxan Pompadour,2.25,6,100 g,2020-07-21 16:06:00
250623,mercadona-es,te_e_infusiones,Infusión fría frutos del bosque Hacendado,1.3,3.25,100 g,2020-07-21 16:06:00
250624,mercadona-es,te_e_infusiones,Infusión Respir Hacendado,0.9,3,100 g,2020-07-21 16:06:00
250625,mercadona-es,te_e_infusiones,Infusión yerba mate Taragüi,2.65,5.3,kg,2020-07-21 16:06:00
250626,mercadona-es,te_e_infusiones,Infusión Jengibre Hacendado,1.3,3.25,100 g,2020-07-21 16:06:00
250627,mercadona-es,te_e_infusiones,Infusión Valeriana Hacendado,1.3,4.33,100 g,2020-07-21 16:06:00
250628,mercadona-es,te_e_infusiones,Infusión Manzanilla sabor a miel Hacendado,1,3.85,100 g,2020-07-21 16:06:00
250629,mercadona-es,te_e_infusiones,Infusión Salvia Hacendado,1.1,5,100 g,2020-07-21 16:06:00
250630,mercadona-es,te_e_infusiones,Infusión frutos rojos Hacendado,1.3,3.25,100 g,2020-07-21 16:06:00
250631,mercadona-es,te_e_infusiones,Infusión Colesterol Hacendado,1.1,3.67,100 g,2020-07-21 16:06:00
250632,mercadona-es,te_e_infusiones,Infusión Cúrcuma Hacendado,1.3,3.82,100 g,2020-07-21 16:06:00
250633,mercadona-es,te_e_infusiones,Infusión Quema grasas Hacendado,1.1,3.67,100 g,2020-07-21 16:06:00
250634,mercadona-es,te_e_infusiones,Infusión Hinojo Hacendado,1.2,3,100 g,2020-07-21 16:06:00
250635,mercadona-es,te_e_infusiones,Infusión Detox Hacendado,1.1,3.67,100 g,2020-07-21 16:06:00
250636,mercadona-es,azucar_y_edulcorante,Azúcar blanco,1.5,0.75,kg,2020-07-21 16:06:00
250637,mercadona-es,azucar_y_edulcorante,Azúcar blanco,0.78,0.78,kg,2020-07-21 16:06:00
250638,mercadona-es,azucar_y_edulcorante,Azúcar blanco en sobres Acor,1.15,3.29,kg,2020-07-21 16:06:00
250639,mercadona-es,azucar_y_edulcorante,Azúcar moreno de caña Acor,1.87,1.87,kg,2020-07-21 16:06:00
250640,mercadona-es,azucar_y_edulcorante,Azúcar moreno de caña integral en sobres Acor,1.3,3.71,kg,2020-07-21 16:06:00
250641,mercadona-es,azucar_y_edulcorante,Panela azúcar moreno de caña integral Hacenado,1.8,3.6,kg,2020-07-21 16:06:00
250642,mercadona-es,azucar_y_edulcorante,Azúcar glas Hacendado,1.19,3.97,kg,2020-07-21 16:06:00
250643,mercadona-es,azucar_y_edulcorante,Edulcorante líquido sacarina Hacendado,0.9,6,L,2020-07-21 16:06:00
250644,mercadona-es,azucar_y_edulcorante,Edulcorante en pastillas sacarina Hacendado,1.05,20.19,kg,2020-07-21 16:06:00
250645,mercadona-es,azucar_y_edulcorante,Edulcorante en sobres sacarina Hacendado,1.34,22.33,kg,2020-07-21 16:06:00
250646,mercadona-es,azucar_y_edulcorante,Sirope de agave,2.5,7.14,kg,2020-07-21 16:06:00
250647,mercadona-es,azucar_y_edulcorante,Edulcorante líquido stevia Hacendado,2,13.33,L,2020-07-21 16:06:00
250648,mercadona-es,azucar_y_edulcorante,Edulcorante granulado stevia Hacendado,2.96,14.8,kg,2020-07-21 16:06:00
250649,mercadona-es,azucar_y_edulcorante,Edulcorante en pastillas stevia Hacendado,1.75,19.44,100 g,2020-07-21 16:06:00
250650,mercadona-es,azucar_y_edulcorante,Edulcorante en sobres stevia Hacendado,1.9,35.19,kg,2020-07-21 16:06:00
250651,mercadona-es,azucar_y_edulcorante,Edulcorante granulado aspartamo Hacendado,1.65,14.35,kg,2020-07-21 16:06:00
250652,mercadona-es,azucar_y_edulcorante,Edulcorante en pastillas aspartamo Hacendado,1.75,4.49,100 g,2020-07-21 16:06:00
250653,mercadona-es,azucar_y_edulcorante,Fructosa Hacendado,3.45,4.6,kg,2020-07-21 16:06:00
250654,mercadona-es,mermelada_y_miel,Mermelada de fresa Hacendado,1.05,2.39,kg,2020-07-21 16:06:00
250655,mercadona-es,mermelada_y_miel,Mermelada de fresa monodosis Hacendado,1.2,4,kg,2020-07-21 16:06:00
250656,mercadona-es,mermelada_y_miel,Mermelada de tomate Hacendado,1.05,2.39,kg,2020-07-21 16:06:00
250657,mercadona-es,mermelada_y_miel,Mermelada de arándanos Hacendado,1.55,4.37,kg,2020-07-21 16:06:00
250658,mercadona-es,mermelada_y_miel,Mermelada de melocotón Hacendado,1.05,2.39,kg,2020-07-21 16:06:00
250659,mercadona-es,mermelada_y_miel,Mermelada de melocotón monodosis Hacendado,1.2,4,kg,2020-07-21 16:06:00
250660,mercadona-es,mermelada_y_miel,Mermelada de fresa Hero,1.85,5.29,kg,2020-07-21 16:06:00
250661,mercadona-es,mermelada_y_miel,Mermelada de fresa Hacendado 0% azúcares añadidos,1.35,3.55,kg,2020-07-21 16:06:00
250662,mercadona-es,mermelada_y_miel,Mermelada de melocotón Hero,1.85,5.29,kg,2020-07-21 16:06:00
250663,mercadona-es,mermelada_y_miel,Mermelada de melocotón Hacendado 0% azúcares añadidos,1.35,3.55,kg,2020-07-21 16:06:00
250664,mercadona-es,mermelada_y_miel,Mermelada de ciruela Hacendado,1.05,2.39,kg,2020-07-21 16:06:00
250665,mercadona-es,mermelada_y_miel,Mermelada de naranja amarga Hacendado,0.93,2.11,kg,2020-07-21 16:06:00
250666,mercadona-es,mermelada_y_miel,Mermelada frambuesas Hero light con stevia,1.95,5.82,kg,2020-07-21 16:06:00
250667,mercadona-es,mermelada_y_miel,Mermelada de frambuesa Helios,1.55,4.56,kg,2020-07-21 16:06:00
250668,mercadona-es,mermelada_y_miel,Mermelada de albaricoque Hacendado,1.05,2.39,kg,2020-07-21 16:06:00
250669,mercadona-es,mermelada_y_miel,Mermelada de albaricoque Hacendado light,1.35,3.55,kg,2020-07-21 16:06:00
250670,mercadona-es,mermelada_y_miel,Mermelada de higo Helios,1.35,3.97,kg,2020-07-21 16:06:00
250671,mercadona-es,mermelada_y_miel,Mermelada de ciruela Hacendado 0% azúcares añadidos,1.35,3.55,kg,2020-07-21 16:06:00
250672,mercadona-es,mermelada_y_miel,Mermelada de pimiento rojo Hacendado,1.35,6.28,kg,2020-07-21 16:06:00
250673,mercadona-es,mermelada_y_miel,Miel de flores Hacendado,3.9,3.9,kg,2020-07-21 16:06:00
250674,mercadona-es,mermelada_y_miel,Miel de flores Hacendado,3.19,6.38,kg,2020-07-21 16:06:00
250675,mercadona-es,mermelada_y_miel,Miel de flores monodosis Hacendado,1.95,8.13,kg,2020-07-21 16:06:00
250676,mercadona-es,mermelada_y_miel,Miel de romero Hacendado,4.19,8.38,kg,2020-07-21 16:06:00
250677,mercadona-es,mermelada_y_miel,Miel de naranjo Hacendado,3.84,7.68,kg,2020-07-21 16:06:00
250678,mercadona-es,mermelada_y_miel,Miel de caña de azúcar Nuestra Señora del Carmen,1.79,5.97,kg,2020-07-21 16:06:00
250679,mercadona-es,mermelada_y_miel,Miel cremosa Hacendado,3.25,7.22,kg,2020-07-21 16:06:00
250680,mercadona-es,mermelada_y_miel,Miel de eucalipto Hacendado,3.55,7.1,kg,2020-07-21 16:06:00
250681,mercadona-es,mermelada_y_miel,Cebolla caramelizada Hacendado,1.4,4.67,kg,2020-07-21 16:06:00
250682,mercadona-es,mermelada_y_miel,Confitura de fresa Hacendado,1,2.78,kg,2020-07-21 16:06:00
250683,mercadona-es,mermelada_y_miel,Confitura de melocotón Hacendado,1,2.78,kg,2020-07-21 16:06:00
250684,mercadona-es,mermelada_y_miel,Confitura de albaricoque Hacendado,1.09,3.03,kg,2020-07-21 16:06:00
250685,mercadona-es,mermelada_y_miel,Confitura de ciruela Hacendado,1.09,3.03,kg,2020-07-21 16:06:00
250686,mercadona-es,chocolate,Chocolate extrafino negro Hacendado,1.05,10.5,kg,2020-07-21 16:06:00
250687,mercadona-es,chocolate,Chocolate negro Hacendado fundir,0.9,4.5,kg,2020-07-21 16:06:00
250688,mercadona-es,especias,Tomillo Hacendado,0.69,2.46,100 g,2020-07-21 16:06:00
250689,mercadona-es,chocolate,Chocolatinas chocolate extrafino negro Hacendado,2,10,kg,2020-07-21 16:06:00
250690,mercadona-es,chocolate,Chocolate extrafino negro Hacendado,0.75,5,kg,2020-07-21 16:06:00
250691,mercadona-es,chocolate,Chocolate negro Valor 70% chocolate negro,1.88,15.04,kg,2020-07-21 16:06:00
250692,mercadona-es,chocolate,Chocolate extrafino negro Hacendado con pepitas de cacao tostadas,0.9,9,kg,2020-07-21 16:06:00
250693,mercadona-es,chocolate,Chocolate extrafino negro Hacendado,0.8,8,kg,2020-07-21 16:06:00
250694,mercadona-es,chocolate,Chocolate negro Hacendado almendras enteras,1.29,6.45,kg,2020-07-21 16:06:00
250695,mercadona-es,chocolate,Chocolate negro Valor puro,2.69,8.97,kg,2020-07-21 16:06:00
250696,mercadona-es,chocolate,Chocolate negro Valor puro almendras enteras,3,12,kg,2020-07-21 16:06:00
250697,mercadona-es,chocolate,Chocolate extrafino negro Hacendado 0% azúcares añadidos,1.25,10,kg,2020-07-21 16:06:00
250698,mercadona-es,chocolate,Mini barritas chocolate negro Hacendado con crujiente de semillas y galleta,1.4,10.77,kg,2020-07-21 16:06:00
250699,mercadona-es,chocolate,Chocolate negro Hacendado mousse,1.5,10.71,kg,2020-07-21 16:06:00
250700,mercadona-es,chocolate,Chocolate negro Valor puro almendras enteras,2.55,17,kg,2020-07-21 16:06:00
250701,mercadona-es,chocolate,Chocolate extrafino negro Hacendado avellanas enteras,0.9,9,kg,2020-07-21 16:06:00
250702,mercadona-es,chocolate,Chocolatinas Royal Mints chocolate negro,1.6,8,kg,2020-07-21 16:06:00
250703,mercadona-es,chocolate,Chocolate extrafino negro Hacendado fussion relleno sabor menta,0.8,8,kg,2020-07-21 16:06:00
250704,mercadona-es,chocolate,Gotas de chocolate para fundir Hacendado,1.5,6,kg,2020-07-21 16:06:00
250705,mercadona-es,chocolate,Chocolate extrafino negro Hacendado almendras enteras,1.8,9,kg,2020-07-21 16:06:00
250706,mercadona-es,chocolate,Chocolatinas chocolate extrafino negro Hacendado,2.3,11.5,kg,2020-07-21 16:06:00
250707,mercadona-es,chocolate,Chocolate extrafino negro Hacendado con arándanos y sésamo,1.25,12.5,kg,2020-07-21 16:06:00
250708,mercadona-es,chocolate,Chocolate extrafino negro Hacendado con trozos de naranja,1.25,12.5,kg,2020-07-21 16:06:00
250709,mercadona-es,chocolate,Chocolate extrafino negro Hacendado 0% azúcares añadidos,1.4,14,kg,2020-07-21 16:06:00
250710,mercadona-es,chocolate,Chocolate negro Hacendado fundir 0% azúcares añadidos,1.5,7.5,kg,2020-07-21 16:06:00
250711,mercadona-es,chocolate,99% cacao extrafino negro Hacendado,1.75,17.5,kg,2020-07-21 16:06:00
250712,mercadona-es,chocolate,Chocolate con leche Hacendado classic,0.65,4.33,kg,2020-07-21 16:06:00
250713,mercadona-es,chocolate,Chocolate con leche Nestlé,0.95,7.6,kg,2020-07-21 16:06:00
250714,mercadona-es,chocolate,Chocolate con leche Milka Oreo,0.95,9.5,kg,2020-07-21 16:06:00
250715,mercadona-es,chocolate,Chocolate con leche Lindt,1.25,10,kg,2020-07-21 16:06:00
250716,mercadona-es,chocolate,Chocolate con leche Milka,1.05,7,kg,2020-07-21 16:06:00
250717,mercadona-es,chocolate,Chocolate extrafino con leche Hacendado almendras enteras,1.35,6.75,kg,2020-07-21 16:06:00
250718,mercadona-es,chocolate,Chocolate con leche Hacendado,0.4,4,kg,2020-07-21 16:06:00
250719,mercadona-es,chocolate,Chocolate con leche Valor almendras enteras,3,12,kg,2020-07-21 16:06:00
250720,mercadona-es,chocolate,Chocolate extrafino con leche Hacendado avellanas troceadas,0.65,6.5,kg,2020-07-21 16:06:00
250721,mercadona-es,chocolate,Chocolate extrafino con leche Hacendado 0% azúcares añadidos,1.25,10,kg,2020-07-21 16:06:00
250722,mercadona-es,chocolate,Chocolate con leche Milka caramelo,0.95,9.5,kg,2020-07-21 16:06:00
250723,mercadona-es,chocolate,Chocolate con leche Hacendado porciones,1.95,9.75,kg,2020-07-21 16:06:00
250724,mercadona-es,chocolate,Chocolate con leche Valor almendras enteras,2.55,17,kg,2020-07-21 16:06:00
250725,mercadona-es,chocolate,Chocolate con leche Milka galleta,2.65,8.83,kg,2020-07-21 16:06:00
250726,mercadona-es,chocolate,Chocolate con leche Hacendado almendras troceadas,0.75,7.5,kg,2020-07-21 16:06:00
250727,mercadona-es,chocolate,Chocolate con leche Choco Biscuits Cadbury,1,9.09,kg,2020-07-21 16:06:00
250728,mercadona-es,chocolate,Chocolate con leche Milka galleta Oreo,2.65,8.83,kg,2020-07-21 16:06:00
250729,mercadona-es,chocolate,Chocolate con leche Swiss almendra troceada y miel,1.1,11,kg,2020-07-21 16:06:00
250730,mercadona-es,chocolate,Chocolate con leche Hacendado fussion relleno sabor fresa,0.8,8,kg,2020-07-21 16:06:00
250731,mercadona-es,chocolate,Chocolate con leche Hacendado bajo en lactosa,1.35,10.8,kg,2020-07-21 16:06:00
250732,mercadona-es,chocolate,Fideos de chocolate Hacendado,1.05,10.5,kg,2020-07-21 16:06:00
250733,mercadona-es,chocolate,Chocolate con leche Hacendado fundir,1.1,5.5,kg,2020-07-21 16:06:00
250734,mercadona-es,chocolate,Chocolate con leche Bites Cadbury con relleno sabor vainilla y trozos de galleta,1.2,10.91,kg,2020-07-21 16:06:00
250735,mercadona-es,chocolate,Chocolate con leche Crunchie Rocks Cadbury con copos de maíz y trozos de caramelo,1.2,10.91,kg,2020-07-21 16:06:00
250736,mercadona-es,chocolate,Chocolate blanco Hacendado,0.7,7,kg,2020-07-21 16:06:00
250737,mercadona-es,chocolate,Chocolate blanco Hacendado fundir,1.3,6.5,kg,2020-07-21 16:06:00
250738,mercadona-es,chocolate,Chocolate blanco Hacendado fussion galletas al cacao,0.75,7.5,kg,2020-07-21 16:06:00
250739,mercadona-es,chocolate,Barritas de barquillo Huesitos bañadas de chocolate con leche,1.69,8.45,kg,2020-07-21 16:06:00
250740,mercadona-es,chocolate,Barritas de chocolate con leche Hacendado rellenas de leche,1.59,7.95,kg,2020-07-21 16:06:00
250741,mercadona-es,chocolate,Barritas de barquillo Kit-Kat bañadas de chocolate con leche,2.25,10.84,kg,2020-07-21 16:06:00
250742,mercadona-es,chocolate,Barritas de barquillo Meivel rellenas de turrón Viena,1.29,7.17,kg,2020-07-21 16:06:00
250743,mercadona-es,chocolate,Barritas de barquillo Tokke original,1,7.09,kg,2020-07-21 16:06:00
250744,mercadona-es,chocolate,Barritas de barquillo Kinder Bueno bañadas de chocolate con leche,2.25,17.44,kg,2020-07-21 16:06:00
250745,mercadona-es,chocolate,Disquitos Pintarolas de chocolate con leche coloreados,1.19,5.95,kg,2020-07-21 16:06:00
250746,mercadona-es,chocolate,Cacahuetes Hacendado chocolate negro,1.75,7,kg,2020-07-21 16:06:00
250747,mercadona-es,chocolate,Cacahuetes Hacendado chocolate con leche,1.75,7,kg,2020-07-21 16:06:00
250748,mercadona-es,chocolate,Barritas de chocolate con leche Kinder rellenas de leche,2.59,12.95,kg,2020-07-21 16:06:00
250749,mercadona-es,chocolate,Barritas de galleta y caramelo bañadas de chocolate con leche,1.15,5.75,kg,2020-07-21 16:06:00
250750,mercadona-es,chocolate,Vasito con crema de cacao Choco Snack Hacendado con palitos de pan,0.98,8.91,kg,2020-07-21 16:06:00
250751,mercadona-es,chocolate,Cacahuetes Chocoiris Hacendado bañados de chocolate con leche coloreados,1.2,6.67,kg,2020-07-21 16:06:00
250752,mercadona-es,chocolate,Huevos de chocolate Hacendado dibujo,1.45,24.17,kg,2020-07-21 16:06:00
250753,mercadona-es,especias,Eneldo hojas Hacendado,1.05,4.77,100 g,2020-07-21 16:06:00
250754,mercadona-es,chocolate,Almendras Hacendado chocolate negro,1.8,12,kg,2020-07-21 16:06:00
250755,mercadona-es,chocolate,Monedas de chocolate con leche,0.8,11.43,kg,2020-07-21 16:06:00
250756,mercadona-es,chocolate,Huevos de chocolate Hacendado dibujo,1.45,24.17,kg,2020-07-21 16:06:00
250757,mercadona-es,chocolate,Mini huevos de chocolate con leche Schoko-Bons rellenos de leche y avellanas,3,15,kg,2020-07-21 16:06:00
250758,mercadona-es,chocolate,"Bolas de cereal Hacendado bañadas de chocolate negro, con leche y blanco",1.75,8.75,kg,2020-07-21 16:06:00
250759,mercadona-es,chocolate,"Barritas de barquillo Hacendado rellenas con leche, avellanas y cacao",1,7.69,kg,2020-07-21 16:06:00
250760,mercadona-es,chocolate,Barritas de barquillo Kinder Bueno white bañadas de chocolate blanco,2.25,19.23,kg,2020-07-21 16:06:00
250761,mercadona-es,chocolate,Perlas de chocolate negro Hacendado rellenas de preparado de frutas,2,13.33,kg,2020-07-21 16:06:00
250762,mercadona-es,chocolate,Huevo de chocolate Hacendado,1,20,kg,2020-07-21 16:06:00
250763,mercadona-es,chocolate,Nueces Hacendado chocolate con leche,1.75,11.67,kg,2020-07-21 16:06:00
250764,mercadona-es,chocolate,Huevo crema al cacao,0.9,3.6,100 g,2020-07-21 16:06:00
250765,mercadona-es,chocolate,Bombitas choco Hacendado palomitas bañadas al cacao,0.95,9.5,kg,2020-07-21 16:06:00
250766,mercadona-es,chocolate,Barritas de chocolate blanco Nestlé con galleta rellena de caramelo y cereales,0.85,9.44,kg,2020-07-21 16:06:00
250767,mercadona-es,chocolate,Barritas chocolate con leche Nestlé con galleta rellena de caramelo y cereales,0.85,9.44,kg,2020-07-21 16:06:00
250768,mercadona-es,chocolate,"Surtido bombones Senzza de chocolate con avellana, fondant, praliné y almendra",3.75,7.98,kg,2020-07-21 16:06:00
250769,mercadona-es,chocolate,Bombones cereza al licor La Boutique del Praliné con chocolate negro extrafino,1.53,10.55,kg,2020-07-21 16:06:00
250770,mercadona-es,chocolate,Surtido bombones Caja Roja Nestlé,8.95,22.38,kg,2020-07-21 16:06:00
250771,mercadona-es,chocolate,Surtido bombones Caja Roja Nestlé,4.95,24.75,kg,2020-07-21 16:06:00
250772,mercadona-es,chocolate,Surtido bombones Senzza 0% azúcares añadidos,3.25,16.25,kg,2020-07-21 16:06:00
250773,mercadona-es,chocolate,Surtido bombones La Boutique del Praliné,5.95,14.88,kg,2020-07-21 16:06:00
250774,mercadona-es,chocolate,Surtido bombones de chocolate negro 70% Senzza,2,11.11,kg,2020-07-21 16:06:00
