id,supermarket,category,name,price,reference_price,reference_unit,insert_date
250775,mercadona-es,chocolate,Crema al cacao con avellanas Hacendado,1.65,3.3,kg,2020-07-21 16:06:00
250776,mercadona-es,chocolate,Crema de cacao y avellanas Pralinutta,2.45,3.27,kg,2020-07-21 16:06:00
250777,mercadona-es,chocolate,Crema al cacao con avellanas Nutella,2.75,7.86,kg,2020-07-21 16:06:00
250778,mercadona-es,chocolate,Crema al cacao con avellanas Nocilla original,4.88,6.51,kg,2020-07-21 16:06:00
250779,mercadona-es,chocolate,Crema al cacao con avellanas Nocilla original,2.85,7.5,kg,2020-07-21 16:06:00
250780,mercadona-es,chocolate,Dulce de leche Chimbote,2.3,5.35,kg,2020-07-21 16:06:00
250781,mercadona-es,chocolate,Crema al cacao con avellanas Hacendado de 2 sabores,1.65,3.3,kg,2020-07-21 16:06:00
250782,mercadona-es,chocolate,Crema al cacao y leche con avellanas Nocilla,4.88,6.51,kg,2020-07-21 16:06:00
250783,mercadona-es,chocolate,Crema al cacao y leche con avellanas Nocilla,2.85,7.5,kg,2020-07-21 16:06:00
250784,mercadona-es,chocolate,Crema de leche con avellanas Nocilla,1.85,9.74,kg,2020-07-21 16:06:00
250785,mercadona-es,chocolate,Crema de cacahuete 100% Hacendado,3,6.32,kg,2020-07-21 16:06:00
250786,mercadona-es,chicles_y_caramelos,Chicle menta fresca gragea Hacendado,2.25,22.5,kg,2020-07-21 16:06:00
250787,mercadona-es,chicles_y_caramelos,Chicle menta fuerte gragea Hacendado,0.8,1.78,100 g,2020-07-21 16:06:00
250788,mercadona-es,chicles_y_caramelos,Chicle menta fuerte gragea Hacendado,1.8,18,kg,2020-07-21 16:06:00
250789,mercadona-es,chicles_y_caramelos,Chicle hierbabuena gragea Hacendado,0.8,1.78,100 g,2020-07-21 16:06:00
250790,mercadona-es,chicles_y_caramelos,Chicle hierbabuena gragea Hacendado,1.8,18,kg,2020-07-21 16:06:00
250791,mercadona-es,chicles_y_caramelos,Chicle hierbabuena lámina Hacendado,1.2,19.35,kg,2020-07-21 16:06:00
250792,mercadona-es,chicles_y_caramelos,Chicle menta suave gragea Hacendado,0.8,1.78,100 g,2020-07-21 16:06:00
250793,mercadona-es,chicles_y_caramelos,Chicle menta suave gragea Hacendado,1.8,18,kg,2020-07-21 16:06:00
250794,mercadona-es,chicles_y_caramelos,Chicle fresa gragea Hacendado,0.8,1.78,100 g,2020-07-21 16:06:00
250795,mercadona-es,chicles_y_caramelos,Chicle fresa gragea Hacendado,1.8,18,kg,2020-07-21 16:06:00
250796,mercadona-es,chicles_y_caramelos,Chicle fresa lámina Hacendado,1.2,19.35,kg,2020-07-21 16:06:00
250797,mercadona-es,chicles_y_caramelos,Chicle original sabor frutas gragea Hacendado,0.8,1.78,100 g,2020-07-21 16:06:00
250798,mercadona-es,chicles_y_caramelos,Chicle regaliz y menta gragea Hacendado,0.8,1.78,100 g,2020-07-21 16:06:00
250799,mercadona-es,chicles_y_caramelos,Chicle sandía lámina Hacendado,1.2,19.35,kg,2020-07-21 16:06:00
250800,mercadona-es,chicles_y_caramelos,Chicle tropical XXL gragea Hacendado,1.6,16,kg,2020-07-21 16:06:00
250801,mercadona-es,chicles_y_caramelos,Caramelos nata Dolis 0% azúcares,0.95,10.56,kg,2020-07-21 16:06:00
250802,mercadona-es,chicles_y_caramelos,Caramelos café Dolis 0% azúcares,0.95,10.56,kg,2020-07-21 16:06:00
250803,mercadona-es,chicles_y_caramelos,Caramelos sabor eucalipto y mentol Dolis 0% azúcares,0.85,9.44,kg,2020-07-21 16:06:00
250804,mercadona-es,chicles_y_caramelos,Caramelos surtidos 5 sabores Dolis,1.92,3.84,kg,2020-07-21 16:06:00
250805,mercadona-es,chicles_y_caramelos,Caramelos eucaliptus mentol Respiral Halls,1.2,8,kg,2020-07-21 16:06:00
250806,mercadona-es,chicles_y_caramelos,Caramelos cítricos mix Halls,1.95,15.23,kg,2020-07-21 16:06:00
250807,mercadona-es,chicles_y_caramelos,Caramelos limón mentol Respiral Halls,1.2,8,kg,2020-07-21 16:06:00
250808,mercadona-es,chicles_y_caramelos,Caramelos original Halls,1.95,15.23,kg,2020-07-21 16:06:00
250809,mercadona-es,chicles_y_caramelos,Caramelos blandos Hacendado,1.2,4,kg,2020-07-21 16:06:00
250810,mercadona-es,chicles_y_caramelos,Caramelos con miel y sabor limón Dolis,0.7,5.6,kg,2020-07-21 16:06:00
250811,mercadona-es,chicles_y_caramelos,Caramelos miel sabor limón Pifarré,0.8,6.4,kg,2020-07-21 16:06:00
250812,mercadona-es,chicles_y_caramelos,Caramelos blandos rellenos Dolis,1.58,5.27,kg,2020-07-21 16:06:00
250813,mercadona-es,chicles_y_caramelos,Caramelos regaliz sabor mentol Dolis,0.95,10.56,kg,2020-07-21 16:06:00
250814,mercadona-es,chicles_y_caramelos,Caramelos con palo 4 sabores Chupa Chups,1.4,9.72,kg,2020-07-21 16:06:00
250815,mercadona-es,chicles_y_caramelos,Caramelos menta minigrageas Smint,1.99,12.44,100 g,2020-07-21 16:06:00
250816,mercadona-es,chicles_y_caramelos,Caramelos mantequilla y nata Werther's original,1.55,10.33,kg,2020-07-21 16:06:00
250817,mercadona-es,chicles_y_caramelos,Caramelos regaliz mentol Respiral Halls,1.2,8,kg,2020-07-21 16:06:00
250818,mercadona-es,golosinas,Surtido de golosinas Xuxes top ten Hacendado,0.95,7.04,kg,2020-07-21 16:06:00
250819,mercadona-es,golosinas,Golosinas pica mix Hacendado,1,5,kg,2020-07-21 16:06:00
250820,mercadona-es,golosinas,Golosinas moras Hacendado,1,5,kg,2020-07-21 16:06:00
250821,mercadona-es,golosinas,Golosinas muaks Hacendado,1,4,kg,2020-07-21 16:06:00
250822,mercadona-es,golosinas,Golosinas fruit mix Hacendado,1,4,kg,2020-07-21 16:06:00
250823,mercadona-es,golosinas,Golosinas Nubi Mallow Hacendado,0.75,5,kg,2020-07-21 16:06:00
250824,mercadona-es,golosinas,Golosinas fresi pink Hacendado rellenas,1,5,kg,2020-07-21 16:06:00
250825,mercadona-es,golosinas,Caramelo pikotas masticable Dulciora,1.1,11,kg,2020-07-21 16:06:00
250826,mercadona-es,golosinas,Golosinas rellenos fresa Hacendado,1.7,5.31,kg,2020-07-21 16:06:00
250827,mercadona-es,golosinas,Golosinas colours Hacendado,0.99,3.96,kg,2020-07-21 16:06:00
250828,mercadona-es,golosinas,Golosinas botellas cola Hacendado,1,4,kg,2020-07-21 16:06:00
250829,mercadona-es,golosinas,Golosinas boca fruit Hacendado,1,5,kg,2020-07-21 16:06:00
250830,mercadona-es,golosinas,Grageas de regaliz Hacendado,1.35,9,kg,2020-07-21 16:06:00
250831,mercadona-es,golosinas,Kubito sorpresa fantasía Hacendado,1,1,ud,2020-07-21 16:06:00
250832,mercadona-es,golosinas,Golosinas pulpis mix Hacendado con pica pica,1,4,kg,2020-07-21 16:06:00
250833,mercadona-es,golosinas,Golosinas Osi fruit Hacendado,1,4,kg,2020-07-21 16:06:00
250834,mercadona-es,golosinas,Surtido de caramelos Diver xuxes Hacendado,1.9,6.33,kg,2020-07-21 16:06:00
250835,mercadona-es,golosinas,Regaliz roja Hacendado rellena con zumo de fruta,1,6.67,kg,2020-07-21 16:06:00
250836,mercadona-es,golosinas,Osi choc Hacendado espumas dulces bañadas de chocolate con leche,1,10,kg,2020-07-21 16:06:00
250837,mercadona-es,golosinas,Golosinas spaguetti fresa Hacendado,1,4,kg,2020-07-21 16:06:00
250838,mercadona-es,golosinas,Golosinas regaliz negro Hacendado,0.99,3.96,kg,2020-07-21 16:06:00
250839,mercadona-es,golosinas,Golosinas de fruta Hacendado,1.6,8,kg,2020-07-21 16:06:00
250840,mercadona-es,golosinas,Golosinas animalitos Hacendado de pica pica,2.4,4,kg,2020-07-21 16:06:00
250841,mercadona-es,golosinas,Tarta de golosinas Xuxes party Hacendado,3.75,8.72,kg,2020-07-21 16:06:00
250842,mercadona-es,golosinas,Caramelo Pez,1.35,5.29,100 g,2020-07-21 16:06:00
250843,mercadona-es,golosinas,Golosinas cintas Hacendado con pica pica,0.9,9,kg,2020-07-21 16:06:00
250844,mercadona-es,golosinas,Golosinas watermelon Hacendado,1,5,kg,2020-07-21 16:06:00
250845,mercadona-es,tomate_y_otros_sabores,Zumo de tomate Hacendado,0.65,0.65,L,2020-07-21 16:06:00
250846,mercadona-es,tomate_y_otros_sabores,Zumo de tomate Hacendado,1.15,1.44,L,2020-07-21 16:06:00
250847,mercadona-es,tomate_y_otros_sabores,Zumo de tomate Bonnysa,1.99,3.32,L,2020-07-21 16:06:00
250848,mercadona-es,tomate_y_otros_sabores,Zumo de tomate picante Big Tom,1.65,6.6,L,2020-07-21 16:06:00
250849,mercadona-es,tomate_y_otros_sabores,Zumo de manzana Hacendado,0.59,0.59,L,2020-07-21 16:06:00
250850,mercadona-es,tomate_y_otros_sabores,Zumo de manzana Hacendado,1.05,0.88,L,2020-07-21 16:06:00
250851,mercadona-es,tomate_y_otros_sabores,"Néctar de maracuyá Hacendado fruta de la pasión, mango, uva y manzana",0.7,0.7,L,2020-07-21 16:06:00
250852,mercadona-es,tomate_y_otros_sabores,Néctar de mango Hacendado sin azúcares añadidos,0.76,0.76,L,2020-07-21 16:06:00
250853,mercadona-es,tomate_y_otros_sabores,Néctar de pomelo Hacendado sin azúcares añadidos,1,1,L,2020-07-21 16:06:00
250854,mercadona-es,tomate_y_otros_sabores,Néctar guayaba Hacendado sin azúcares añadidos,0.9,0.9,L,2020-07-21 16:06:00
250855,mercadona-es,tomate_y_otros_sabores,Néctar de pera Hacendado sin azúcares añadidos,0.9,0.9,L,2020-07-21 16:06:00
250856,mercadona-es,tomate_y_otros_sabores,Zumo de pomelo Hacendado,1.3,1.3,L,2020-07-21 16:06:00
250857,mercadona-es,tomate_y_otros_sabores,Zumo de manzana selección Hacendado,1.36,1.36,L,2020-07-21 16:06:00
250858,mercadona-es,fruta_variada,Fruta + leche tropical Hacendado,0.64,0.64,L,2020-07-21 16:06:00
250859,mercadona-es,fruta_variada,Fruta + leche tropical Hacendado,0.8,0.67,L,2020-07-21 16:06:00
250860,mercadona-es,fruta_variada,Fruta + leche Mediterráneo Hacendado,0.64,0.64,L,2020-07-21 16:06:00
250861,mercadona-es,fruta_variada,Fruta + leche Mediterráneo Hacendado,0.69,0.7,L,2020-07-21 16:06:00
250862,mercadona-es,fruta_variada,Fruta + leche Mediterráneo Hacendado,0.8,0.67,L,2020-07-21 16:06:00
250863,mercadona-es,fruta_variada,Fruta + leche Caribe Hacendado,0.8,0.67,L,2020-07-21 16:06:00
250864,mercadona-es,fruta_variada,Fruta + leche tropical Bifrutas,1.91,1.59,L,2020-07-21 16:06:00
250865,mercadona-es,fruta_variada,Fruta + leche tropical Bifrutas,1.79,1.81,L,2020-07-21 16:06:00
250866,mercadona-es,fruta_variada,Fruta + leche tropical Hacendado,0.69,0.7,L,2020-07-21 16:06:00
250867,mercadona-es,fruta_variada,Fruta + leche Caribe Don Simón zero materia grasa,1.2,1,L,2020-07-21 16:06:00
250868,mercadona-es,fruta_variada,Fruta + leche melón y sandía Hacendado,1.05,1.05,L,2020-07-21 16:06:00
250869,mercadona-es,fruta_variada,Fruta + leche melón y sandía Hacendado,1.15,1.16,L,2020-07-21 16:06:00
250870,mercadona-es,fruta_variada,Fruta + leche melocotón y albaricoque Hacendado,0.85,0.86,L,2020-07-21 16:06:00
250871,mercadona-es,fruta_variada,Fruta + leche naranja y mango Hacendado sin azúcares añadidos,1.1,1.11,L,2020-07-21 16:06:00
250872,mercadona-es,fruta_variada,Bebida Bahamas Hacendado,0.95,0.48,L,2020-07-21 16:06:00
250873,mercadona-es,fruta_variada,Néctar tropical Hacendado sin azúcares añadidos,0.57,0.57,L,2020-07-21 16:06:00
250874,mercadona-es,fruta_variada,"Bebida de zumo de naranja, mango y zanahoria La Verja sin azúcares añadidos",1,0.67,L,2020-07-21 16:06:00
250875,mercadona-es,fruta_variada,Néctar 5 frutas Hacendado sin azúcares añadidos,1.25,1.04,L,2020-07-21 16:06:00
250876,mercadona-es,fruta_variada,Bebida de arándanos y frutas rojas Hacendado sin azúcares añadidos,1.4,1.4,L,2020-07-21 16:06:00
250877,mercadona-es,fruta_variada,Zumo tropical Hacendado,0.9,0.9,L,2020-07-21 16:06:00
250878,mercadona-es,fruta_variada,Zumo tropical Hacendado,1.3,1.08,L,2020-07-21 16:06:00
250879,mercadona-es,fruta_variada,Bebida de frutas rojas antioxidante Hacendado sin azúcares añadidos,1.45,1.45,L,2020-07-21 16:06:00
250880,mercadona-es,fruta_variada,Néctar multivitaminas Hacendado sin azúcares añadidos,0.85,0.85,L,2020-07-21 16:06:00
250881,mercadona-es,fruta_variada,Zumo fresh maracuyá & chía Hacendado,2.75,3.67,L,2020-07-21 16:06:00
250882,mercadona-es,fruta_variada,Smoothie fresa Hacendado,2.2,4.4,L,2020-07-21 16:06:00
250883,mercadona-es,fruta_variada,Zumo fresh jengibre & manzana Hacendado,1.6,6.4,L,2020-07-21 16:06:00
250884,mercadona-es,fruta_variada,Smoothie mango & coco Hacendado,1.6,6.4,L,2020-07-21 16:06:00
250885,mercadona-es,fruta_variada,Zumo de frutas y jengibre Active Hacendado,1.35,22.5,L,2020-07-21 16:06:00
250886,mercadona-es,melocoton_y_pina,Zumo de melocotón y uva Hacendado,0.58,0.58,L,2020-07-21 16:06:00
250887,mercadona-es,melocoton_y_pina,Zumo de melocotón y uva Hacendado,0.87,0.73,L,2020-07-21 16:06:00
250888,mercadona-es,melocoton_y_pina,Néctar de melocotón Hacendado sin azúcares añadidos,0.55,0.55,L,2020-07-21 16:06:00
250889,mercadona-es,melocoton_y_pina,Néctar de melocotón Hacendado sin azúcares añadidos,1.08,0.9,L,2020-07-21 16:06:00
250890,mercadona-es,melocoton_y_pina,Néctar de melocotón La Verja,1.19,0.79,L,2020-07-21 16:06:00
250891,mercadona-es,melocoton_y_pina,Néctar de melocotón La Verja,1.25,1.04,L,2020-07-21 16:06:00
250892,mercadona-es,melocoton_y_pina,Zumo de piña y uva Hacendado,0.58,0.58,L,2020-07-21 16:06:00
250893,mercadona-es,melocoton_y_pina,Zumo de piña y uva Hacendado,0.95,0.79,L,2020-07-21 16:06:00
250894,mercadona-es,melocoton_y_pina,Néctar de piña Hacendado sin azúcares añadidos,0.59,0.59,L,2020-07-21 16:06:00
250895,mercadona-es,melocoton_y_pina,Néctar de piña Hacendado sin azúcares añadidos,1.15,0.96,L,2020-07-21 16:06:00
250896,mercadona-es,melocoton_y_pina,Zumo de piña Hacendado,0.75,0.75,L,2020-07-21 16:06:00
250897,mercadona-es,melocoton_y_pina,Zumo de piña selección Hacendado,1.59,1.59,L,2020-07-21 16:06:00
250898,mercadona-es,melocoton_y_pina,Zumo de piña selección Hacendado,1.94,1.96,L,2020-07-21 16:06:00
250899,mercadona-es,melocoton_y_pina,Bebida de zumo de piña y coco La Verja,1.12,0.75,L,2020-07-21 16:06:00
250900,mercadona-es,melocoton_y_pina,Néctar de piña La Verja,1.19,0.79,L,2020-07-21 16:06:00
250901,mercadona-es,melocoton_y_pina,Néctar de piña La Verja,1.25,1.04,L,2020-07-21 16:06:00
250902,mercadona-es,yogures_desnatados,Yogur natural edulcorado Hacendado 0% materia grasa 0% sin azúcares añadidos,0.79,1.05,kg,2020-07-21 16:06:00
250903,mercadona-es,yogures_desnatados,Yogur cremoso Hacendado natural edulcorado,1.3,1.73,kg,2020-07-21 16:06:00
250904,mercadona-es,yogures_desnatados,Postre lácteo + proteínas Hacendado con fresa,1.4,2.92,kg,2020-07-21 16:06:00
250905,mercadona-es,yogures_desnatados,Yogur natural Hacendado 0% materia grasa 0% sin azúcares,0.77,1.03,kg,2020-07-21 16:06:00
250906,mercadona-es,yogures_desnatados,Postre lácteo + proteínas Hacendado con arándanos,1.4,2.92,kg,2020-07-21 16:06:00
250907,mercadona-es,yogures_desnatados,Yogur con fruta Hacendado 0% materia grasa 0% sin azúcares añadidos,2.3,1.53,kg,2020-07-21 16:06:00
250908,mercadona-es,yogures_desnatados,Yogur sabores Hacendado 0% materia grasa 0% sin azúcares añadidos,1.65,1.1,kg,2020-07-21 16:06:00
250909,mercadona-es,yogures_desnatados,Yogur con fruta Hacendado 0% materia grasa 0% sin azúcares añadidos,1.2,1.6,kg,2020-07-21 16:06:00
250910,mercadona-es,yogures_desnatados,Yogur cremoso con frutas del bosque Hacendado 0% materia grasa 0% sin azúcares añadidos,1,2,kg,2020-07-21 16:06:00
250911,mercadona-es,yogures_desnatados,Yogur sabor coco Hacendado 0% materia grasa 0% sin azúcares añadidos,0.56,1.12,kg,2020-07-21 16:06:00
250912,mercadona-es,yogures_desnatados,Yogur sabor fresa Hacendado 0% materia grasa 0% sin azúcares añadidos,0.56,1.12,kg,2020-07-21 16:06:00
250913,mercadona-es,yogures_desnatados,Yogur cremoso con piña Hacendado 0% materia grasa 0% sin azúcares añadidos,1,2,kg,2020-07-21 16:06:00
250914,mercadona-es,yogures_desnatados,Yogur con fruta de fresa Hacendado 0% materia grasa 0% sin azúcares añadidos,1.2,1.6,kg,2020-07-21 16:06:00
250915,mercadona-es,yogures_desnatados,Yogur sabor limón Hacendado 0% materia grasa 0% sin azúcares añadidos,0.56,1.12,kg,2020-07-21 16:06:00
250916,mercadona-es,yogures_desnatados,Postre lácteo + proteínas Hacendado con puré mango y maracuya,1.4,2.92,kg,2020-07-21 16:06:00
250917,mercadona-es,yogures_desnatados,Yogur sin lactosa natural Hacendado 0% materia grasa 0% sin azúcares añadidos,1.2,2.4,kg,2020-07-21 16:06:00
250918,mercadona-es,yogures_desnatados,Postre lácteo + proteínas Hacendado natural,1.4,2.8,kg,2020-07-21 16:06:00
250919,mercadona-es,yogures_desnatados,Postre lácteo + proteínas Hacendado chocolate,1.4,2.92,kg,2020-07-21 16:06:00
250920,mercadona-es,yogures_desnatados,Postre lácteo + proteínas Hacendado natural,1.4,2.92,kg,2020-07-21 16:06:00
250921,mercadona-es,yogures_naturales_y_sabores,Yogur natural con azúcar de caña Hacendado,0.74,0.99,kg,2020-07-21 16:06:00
250922,mercadona-es,yogures_naturales_y_sabores,Yogur natural azucarado Hacendado,1.44,0.96,kg,2020-07-21 16:06:00
250923,mercadona-es,yogures_naturales_y_sabores,Yogur natural azucarado Danone,1.99,2.07,kg,2020-07-21 16:06:00
250924,mercadona-es,yogures_naturales_y_sabores,Yogur natural azucarado Nutricia,1.4,2.8,kg,2020-07-21 16:06:00
250925,mercadona-es,yogures_naturales_y_sabores,"Yogur sin lactosa Hacendado cremoso, natural y azucarado",1.3,2.6,kg,2020-07-21 16:06:00
250926,mercadona-es,yogures_naturales_y_sabores,Yogur cremoso natural azucarado Hacendado,0.89,1.78,kg,2020-07-21 16:06:00
250927,mercadona-es,yogures_naturales_y_sabores,Yogur natural edulcorado Densia 0% materia grasa,1.69,3.52,kg,2020-07-21 16:06:00
250928,mercadona-es,yogures_naturales_y_sabores,Yogur sin lactosa Hacendado natural azucarado,1.2,2.4,kg,2020-07-21 16:06:00
250929,mercadona-es,yogures_naturales_y_sabores,Yogur natural Hacendado,0.74,0.99,kg,2020-07-21 16:06:00
250930,mercadona-es,yogures_naturales_y_sabores,Yogur natural Danone,1.99,2.07,kg,2020-07-21 16:06:00
250931,mercadona-es,yogures_naturales_y_sabores,Kéfir natural sabor suave,1.4,2.8,kg,2020-07-21 16:06:00
250932,mercadona-es,yogures_naturales_y_sabores,Yogur natural Nutricia,1.4,2.8,kg,2020-07-21 16:06:00
250933,mercadona-es,yogures_naturales_y_sabores,Yogur natural de cabra y oveja,1.4,5.6,kg,2020-07-21 16:06:00
250934,mercadona-es,yogures_naturales_y_sabores,Yogur sabores Hacendado,2,1,kg,2020-07-21 16:06:00
250935,mercadona-es,yogures_naturales_y_sabores,Yogur sabor fresa Hacendado,0.53,1.06,kg,2020-07-21 16:06:00
250936,mercadona-es,yogures_naturales_y_sabores,Yogur sabores Hacendado,1.05,1.05,kg,2020-07-21 16:06:00
250937,mercadona-es,yogures_naturales_y_sabores,Yogur sabor limón Hacendado,0.53,1.06,kg,2020-07-21 16:06:00
250938,mercadona-es,yogures_naturales_y_sabores,Yogur sabor macedonia Hacendado,0.53,1.06,kg,2020-07-21 16:06:00
250939,mercadona-es,yogures_naturales_y_sabores,Yogur sabor fresa Danone,1.09,2.27,kg,2020-07-21 16:06:00
250940,mercadona-es,yogures_naturales_y_sabores,Yogur cremoso Hacendado con frutos silvestres,0.69,1.38,kg,2020-07-21 16:06:00
250941,mercadona-es,yogures_naturales_y_sabores,Yogur cremoso Hacendado con melocotón y maracuya,0.69,1.38,kg,2020-07-21 16:06:00
250942,mercadona-es,yogures_naturales_y_sabores,Yogur sabor macedonia Danone,1.09,2.27,kg,2020-07-21 16:06:00
250943,mercadona-es,yogures_naturales_y_sabores,Yogur sabor coco Hacendado,0.53,1.06,kg,2020-07-21 16:06:00
250944,mercadona-es,yogures_naturales_y_sabores,Yogur con mermelada de fresas Nutricia,1.5,3,kg,2020-07-21 16:06:00
250945,mercadona-es,yogures_naturales_y_sabores,Yogur con frutas Hacendado,2.54,1.69,kg,2020-07-21 16:06:00
250946,mercadona-es,yogures_naturales_y_sabores,Yogur sabores Danone,2.78,1.93,kg,2020-07-21 16:06:00
250947,mercadona-es,yogures_naturales_y_sabores,Yogur sabor limón Danone,1.09,2.27,kg,2020-07-21 16:06:00
250948,mercadona-es,yogures_naturales_y_sabores,Yogur sabor coco Danone,1.09,2.27,kg,2020-07-21 16:06:00
250949,mercadona-es,bifidus,Bífidus desnatado Hacendado con nueces y cereales,0.95,1.9,kg,2020-07-21 16:06:00
250950,mercadona-es,bifidus,Bífidus desnatado Hacendado de kiwi y cereales,0.95,1.9,kg,2020-07-21 16:06:00
250951,mercadona-es,bifidus,Bífidus desnatado Hacendado frutas del bosque,0.95,1.9,kg,2020-07-21 16:06:00
250952,mercadona-es,bifidus,Bífidus cereales y fibras Hacendado,0.95,1.9,kg,2020-07-21 16:06:00
250953,mercadona-es,bifidus,Bífidus desnatado de piña Hacendado 0% materia grasa 0% sin azúcares añadidos,0.95,1.9,kg,2020-07-21 16:06:00
250954,mercadona-es,bifidus,Bífidus desnatado de pera Hacendado 0% materia grasa 0% sin azúcares añadidos,0.95,1.9,kg,2020-07-21 16:06:00
250955,mercadona-es,bifidus,Bífidus con fibras sabores Hacendado,1.9,1.9,kg,2020-07-21 16:06:00
250956,mercadona-es,bifidus,Bífidus cremoso natural azucarado Hacendado con cereales y fresas deshidratadas,0.8,4.3,kg,2020-07-21 16:06:00
250957,mercadona-es,bifidus,Bífidus cremoso sabor frutos silvestres Activia,1.89,3.94,kg,2020-07-21 16:06:00
250958,mercadona-es,bifidus,Bífidus con frutas Hacendado,1.9,1.9,kg,2020-07-21 16:06:00
250959,mercadona-es,bifidus,Bífidus cremoso lima & limón Activia,1.89,3.94,kg,2020-07-21 16:06:00
250960,mercadona-es,bifidus,Bífidus con avena y nueces Activia,2.09,4.35,kg,2020-07-21 16:06:00
